dens densu densd denss dense densm xmu xmd xms muu mud mus mue mun nuu nud nus E Eq El P Pq Pl
0.0164395 0.0164415 0.032877 0 1.97751e-06 0 302.27 299.252 504.313 320.86 328.54 328.54 7.67945 977.939 320.86 328.54 328.54 15.8554 15.8554 1.14146e-05 0.221437 0.221433 3.7716e-06
0.016519 0.016521 0.033036 0 1.99347e-06 0 302.223 299.191 504.295 320.874 328.574 328.574 7.69996 978.022 320.874 328.574 328.574 15.9331 15.9331 1.15373e-05 0.222809 0.222805 3.81233e-06
0.0165985 0.0166005 0.033195 0 2.00948e-06 0 302.176 299.13 504.277 320.888 328.609 328.609 7.72043 978.105 320.888 328.609 328.609 16.0109 16.0109 1.16607e-05 0.224182 0.224178 3.85329e-06
0.016678 0.01668 0.033354 0 2.02553e-06 0 302.129 299.069 504.259 320.902 328.643 328.643 7.74085 978.188 320.902 328.643 328.643 16.0887 16.0887 1.17849e-05 0.225555 0.225551 3.89449e-06
0.0167575 0.0167595 0.033513 0 2.04164e-06 0 302.083 299.008 504.24 320.916 328.677 328.677 7.76122 978.27 320.916 328.677 328.677 16.1664 16.1664 1.19097e-05 0.226929 0.226925 3.93592e-06
0.016837 0.0168391 0.0336719 0 2.05779e-06 0 302.036 298.947 504.222 320.93 328.711 328.711 7.78155 978.352 320.93 328.711 328.711 16.2442 16.2442 1.20352e-05 0.228304 0.2283 3.97758e-06
0.0169165 0.0169186 0.0338309 0 2.074e-06 0 301.989 298.886 504.204 320.943 328.745 328.745 7.80183 978.433 320.943 328.745 328.745 16.322 16.322 1.21615e-05 0.229679 0.229675 4.01948e-06
0.016996 0.0169981 0.0339899 0 2.09025e-06 0 301.942 298.825 504.186 320.957 328.779 328.779 7.82206 978.515 320.957 328.779 328.779 16.3998 16.3998 1.22884e-05 0.231055 0.231051 4.06162e-06
0.0170755 0.0170776 0.0341489 0 2.10654e-06 0 301.895 298.764 504.168 320.97 328.813 328.813 7.84226 978.595 320.97 328.813 328.813 16.4776 16.4776 1.24161e-05 0.232432 0.232428 4.10398e-06
0.017155 0.0171571 0.0343079 0 2.12289e-06 0 301.849 298.703 504.15 320.984 328.846 328.846 7.8624 978.676 320.984 328.846 328.846 16.5554 16.5554 1.25444e-05 0.233809 0.233805 4.14659e-06
0.0172345 0.0172366 0.0344669 0 2.13928e-06 0 301.802 298.642 504.132 320.997 328.879 328.879 7.8825 978.756 320.997 328.879 328.879 16.6332 16.6332 1.26735e-05 0.235187 0.235182 4.18943e-06
